title,price,area,rooms,floor,comandat,link,location
"Apartament cu 3 camere, superb, lux",450,80 mp utili,3 camere,Parter,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-3-camere-XA800000R?lista=2350118,"Timisoara, zona Girocului"
Apartament 2 camere Soarelui Lux,350,60 mp utili,2 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sud/apartament-de-inchiriat-2-camere-XAFB00003?lista=2350118,"Timisoara, zona Sud"
Apartament in imobil istoric renovat,600,62 mp utili,4 camere,Mansarda,Decomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/ultracentral/apartament-de-vanzare-sau-de-inchiriat-4-camere-X1BR1000T?lista=2350118,"Timisoara, zona Ultracentral"
Apartament de lux cu 3 camere de inchiriat - zona Mircea cel Batran,490,60 mp utili,3 camere,Etaj 2/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/mircea-cel-batran/apartament-de-inchiriat-3-camere-X1BR1007S?lista=2350118,"Timisoara, zona Mircea cel Batran"
"Apartament 3 camere, Circumvalatiunii cu centrala proprie",400,64 mp utili,3 camere,Etaj 4/5,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-3-camere-X4OV000S7?lista=2350118,"Timisoara, zona Circumvalatiunii"
Apartment 3 camere zona Badea Cartan,400,80 mp utili,3 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/stefan-cel-mare/apartament-de-inchiriat-3-camere-X47N1002M?lista=2350118,"Timisoara, zona Stefan cel Mare"
Închiriez apartament doua camere Barnutiu 280 euro,280,65 mp utili,2 camere,Etaj 8/9,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/simion-barnutiu/apartament-de-inchiriat-2-camere-X7A7000FG?lista=2350118,"Timisoara, zona Simion Barnutiu"
Apartament 3 camere zona Elisabetin,700,100 mp utili,3 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/elisabetin/apartament-de-inchiriat-3-camere-X47N1003N?lista=2350118,"Timisoara, zona Elisabetin"
Inchiriez in Bloc Nou / 1 camera / Centrala Proprie / Complex,350,50 mp utili,o cameră,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X7C000016?lista=2350118,"Timisoara, zona Complex Studentesc"
Sagului 2 camere mobilat/utilat!!!,240,35 mp utili,2 camere,Etaj 1,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-X7CJ0001E?lista=2350118,"Timisoara, zona Sagului"
"3 camere, Steaua-Shopping City, amenajat, centrala proprie",380,70 mp utili,3 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/steaua/apartament-de-inchiriat-3-camere-X41F100OB?lista=2350118,"Timisoara, zona Steaua"
Arhitectura moderna,450,58 mp utili,2 camere,Etaj 2/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/mehala/apartament-de-inchiriat-2-camere-X47N1003B?lista=2350118,"Timisoara, zona Mehala"
Inchiriez apartament in regim hotelier,,Parter,2 camere,Vezi telefon,,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/garii/apartament-de-inchiriat-2-camere-X7E50000C?lista=2350118,"Timisoara, zona Garii"
Inchiriere apartament cochet in Complerxul studentesc,420,52 mp utili,2 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X3TR1000M?lista=2350118,"Timisoara, zona Complex Studentesc"
3 camere 100 mp- Lipovei,490,100 mp utili,3 camere,Etaj 1/1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X6SD1002K?lista=2350118,"Timisoara, zona Lipovei"
Apartament de inchiriat 4 camere - Piata Unirii,900,120 mp utili,4 camere,Etaj 6/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-4-camere-X1BR10009?lista=2350118,"Timisoara, zona Ultracentral"
Apartament zona Dorobantilor,480,100 mp utili,3 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/simion-barnutiu/apartament-de-inchiriat-3-camere-X47N100CG?lista=2350118,"Timisoara, zona Simion Barnutiu"
Ap 2 cam BL NOU cu gradina langa IULIUS MALL,430,58 mp utili,2 camere,Parter/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X9SQ00007?lista=2350118,"Timisoara, zona Aradului"
De inchiriat Ap 2 cam Lux Aradului - Banu Construct,380,56 mp utili,2 camere,Etaj 5/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X3U30000G?lista=2350118,"Timisoara, zona Aradului"
"De inchiriat apartament 3 camere, decomandat-Punctele Cardinale",600,85 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-3-camere-X1BR1000L?lista=2350118,"Timisoara, zona Central"
COMPLEX VIVALIA - B-dul Eroilor de la Tisa - Prima Inchiriere- Loc Parcare !!,480,57 mp utili,2 camere,Etaj 8/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X1890001H?lista=2350118,"Timisoara, zona Complex Studentesc"
de inchiriat apartament cu 3 dormitoare,700,83 mp utili,3 camere,Etaj 2/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X6S600009?lista=2350118,"Timisoara, zona Aradului"
"FM631 Zona Soarelui, Apartament 2 camere",450,60 mp utili,2 camere,Etaj 3/6,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-2-camere-X7SO000IS?lista=2350118,"Timisoara, zona Soarelui"
"Bloc nou; 3camere, 2 dormitoare, la parter, Simion Barnutiu - Strelitia.",430,60 mp utili,3 camere,Parter/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/simion-barnutiu/apartament-de-inchiriat-3-camere-X4OV001NI?lista=2350118,"Timisoara, zona Simion Barnutiu"
Apartament cu 3 camere de inchiriat in zona Central,800,110 mp utili,3 camere,Etaj 3/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-3-camere-X47N100AS?lista=2350118,"Timisoara, zona Central"
Apartament cochet - 4 camere - str. Cugir,600,80 mp utili,4 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/aradului/apartament-de-vanzare-sau-de-inchiriat-4-camere-X47N1000A?lista=2350118,"Timisoara, zona Aradului"
"Regim hotelier 2 cam. Girocului , decomandat !!",,55 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-XA7S00012?lista=2350118,"Timisoara, zona Girocului"
Apartament in bloc nou cu 3 camere langa Kaufland Dumbravita,530,68 mp utili,3 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/nord/apartament-de-inchiriat-3-camere-X1BR1003U?lista=2350118,"Timisoara, zona Nord"
Apartament 3 camere - Braytim,490,70 mp utili,3 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-3-camere-X47N10073?lista=2350118,"Timisoara, zona Braytim"
"Apartament 3 camere LUX, Central Balcescu",500,50 mp utili,3 camere,Etaj 1/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-3-camere-X6CI1001M?lista=2350118,"Timisoara, zona Balcescu"
"aparatament 1 camera in vila de lux, centrala, complex",280,30 mp utili,o cameră,Etaj 3/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X4A30000B?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament in bloc nou la prima inchiriere,530,60 mp utili,2 camere,Etaj 7/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X47N10063?lista=2350118,"Timisoara, zona Complex Studentesc"
"Garsoniera Complex Studentesc, bloc nou !!",250,26 mp utili,o cameră,Parter/2,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-XA7S0001B?lista=2350118,"Timisoara, zona Complex Studentesc"
"Apartament 2 camere, Complex Studentesc, Prima inchiriere",450,50 mp utili,2 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X7C00004A?lista=2350118,"Timisoara, zona Complex Studentesc"
La prima inchiriere,550,60 mp utili,2 camere,Etaj 1/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-2-camere-X47N100B1?lista=2350118,"Timisoara, zona Balcescu"
Buziasului - 3 camere - Bloc NoU - Centrala Pr - 450 euro,450,75 mp utili,3 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/buziasului/apartament-de-inchiriat-3-camere-X9RO0002I?lista=2350118,"Timisoara, zona Buziasului"
O locuinta ideala pentru familie sau destinatie office.,700,136 mp utili,4 camere,Etaj 2/2,Circular,https://www.imobiliare.ro/vanzare-apartamente/timisoara/central/apartament-de-vanzare-sau-de-inchiriat-4-camere-XAGR10008?lista=2350118,"Timisoara, zona Central"
"FM894 Zona Bv. Cetatii, Apartament 3 camere, Centrala proprie",425,62 mp utili,3 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/cetatii/apartament-de-inchiriat-3-camere-X7SO00089?lista=2350118,"Timisoara, zona Cetatii"
Lipovei - Silistra - decomandat - etaj 3 - centrala,360,65 mp utili,3 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X1890002U?lista=2350118,"Timisoara, zona Lipovei"
Proprietar închiriez apartament cu 3 camere decomandat + parcare in curte!!,480,70 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-3-camere-XV0G008M1?lista=2350118,"Timisoara, zona Girocului"
De inchiriat apartament 2 camere+garaj-Circumvalatiunii,400,56 mp utili,2 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X1BR1005C?lista=2350118,"Timisoara, zona Central"
"2 camere in Aradului,bloc nou cu loc de parcare!",380,60 mp utili,2 camere,Etaj 2/8,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X8JO0003B?lista=2350118,"Timisoara, zona Aradului"
"De inchiriat doua camere, in zona Lipovei-Padurea Verde",430,56 mp utili,2 camere,Etaj 6/11,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X1BR1001R?lista=2350118,"Timisoara, zona Lipovei"
Apartament modern str. Gh. Lazar,370,50 mp utili,2 camere,Etaj 1/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/gheorghe-lazar/apartament-de-inchiriat-2-camere-X56J000B4?lista=2350118,"Timisoara, zona Gheorghe Lazar"
Operei. Renovat lux. Ocazie. Decomandat.,800,106 mp utili,3 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/ultracentral/apartament-de-vanzare-sau-de-inchiriat-3-camere-X9B9100D7?lista=2350118,"Timisoara, zona Ultracentral"
"Complex - Stadion, 3 camere, doua dormitoare, loc de parcare. CLIMA",470,62 mp utili,3 camere,Etaj 1/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-3-camere-X4OV000RK?lista=2350118,"Timisoara, zona Complex Studentesc"
Regim hotelier apartament cu 2 camere in Braytim,50,64 mp utili,2 camere,Etaj 2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-2-camere-X9FK0003P?lista=2350118,"Timisoara, zona Braytim"
"Apartament 3 camere, modern, central, renovat, direct de la proprietar",540,65 mp utili,3 camere,Etaj 4/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-3-camere-XV0G00435?lista=2350118,"Timisoara, zona Circumvalatiunii"
"3 camere, renovat, decomandat zona Girocului!",400,75 mp utili,3 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-3-camere-X8JO0001N?lista=2350118,"Timisoara, zona Girocului"
Modern si confortabil,450,48 mp utili,2 camere,Etaj 2/2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-2-camere-X47N1000Q?lista=2350118,"Timisoara, zona Braytim"
"Proprietar - Ap 2 cam Bloc Nou Torontalului , Centrala",425,68 mp utili,2 camere,Etaj 2/8,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X3U30000B?lista=2350118,"Timisoara, zona Torontalului"
"3 camere lux,CENTRAL-in spate la catedrala",500,70 mp utili,3 camere,Etaj 4/8,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/semicentral/apartament-de-inchiriat-3-camere-X4A30007Q?lista=2350118,"Timisoara, zona Semicentral"
"De inchiriat apartament doua camere, zona-Bucovina, ideal cuplu, etajul 4 din 4",280,50 mp utili,2 camere,Etaj 4/5,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/bucovina/apartament-de-inchiriat-2-camere-X07B0000H?lista=2350118,"Timisoara, zona Bucovina"
"BARNUTIU, LUX, LOC DE PARCARE SI TERASA !!",550,65 mp utili,3 camere,Etaj 3/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/simion-barnutiu/apartament-de-inchiriat-3-camere-X1890003T?lista=2350118,"Timisoara, zona Simion Barnutiu"
Apartament Central 3 camere,450,90 mp utili,3 camere,Etaj 6/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-3-camere-X17L100RO?lista=2350118,"Timisoara, zona Central"
"Apartament cu 2 camere , Medicina",360,50 mp utili,2 camere,Etaj 3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X9MC0000C?lista=2350118,"Timisoara, zona Medicina"
Inchiriez apartament 2 camere,300,55 mp utili,2 camere,Etaj 3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-XV0G0087J?lista=2350118,"Timisoara, zona Sagului"
"Apartament cu 3 camere, spatios, complet utilat si mobilat, ideal pozitionat",600,77 mp utili,3 camere,Etaj 2/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-3-camere-XA800000P?lista=2350118,"Timisoara, zona Braytim"
De inchiriat apartament cu 3 dormitoare zona Medicina- COMISION 0%,650,95 mp utili,3 camere,Etaj 1,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-3-camere-X9VS00008?lista=2350118,"Timisoara, zona Medicina"
Langa Facultatea de Medicina,550,60 mp utili,3 camere,Etaj 3,Decomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/medicina/apartament-de-vanzare-sau-de-inchiriat-3-camere-X47N10014?lista=2350118,"Timisoara, zona Medicina"
Cochet si primitor!,480,89 mp utili,3 camere,Etaj 2/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/telegrafului/apartament-de-inchiriat-3-camere-X47N1004S?lista=2350118,"Timisoara, zona Telegrafului"
4 cam CENTRALĂ PROPRIE- Complexul Studentesc,600,80 mp utili,4 camere,Etaj 4/8,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-4-camere-X6SD1001A?lista=2350118,"Timisoara, zona Complex Studentesc"
"Oferta in Soarelui, 3 camere, decomandat, etaj 1!",420,75 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-3-camere-X8JO0002M?lista=2350118,"Timisoara, zona Soarelui"
"Apartament 2 camere in zona DOROBANTI , LUX",400,88 mp utili,2 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dorobantilor/apartament-de-inchiriat-2-camere-X9MC0000B?lista=2350118,"Timisoara, zona Dorobantilor"
IOSEFIN 3CAM LUX,390,72 mp utili,3 camere,Parter/1,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/iosefin/apartament-de-inchiriat-3-camere-X9O30004E?lista=2350118,"Timisoara, zona Iosefin"
"FM696 Zona Telegrafului, Apartament 2 camere",410,60 mp utili,2 camere,Etaj 1/8,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/telegrafului/apartament-de-inchiriat-2-camere-X7SO0003O?lista=2350118,"Timisoara, zona Telegrafului"
inchiriez apartament 2 camere in Vila langa Colegiu CNB 350 euro,350,60 mp utili,2 camere,Parter/1,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/odobescu/apartament-de-inchiriat-2-camere-X7A7000EM?lista=2350118,"Timisoara, zona Odobescu"
Apartament - Calea Aradului,295,48 mp utili,2 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-XAGJ00007?lista=2350118,"Timisoara, zona Aradului"
"Circumvalatiunii, 3 Camere, Semidecomandat",380,70 mp utili,3 camere,Etaj 5/8,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-3-camere-X8I50005F?lista=2350118,"Timisoara, zona Circumvalatiunii"
"Lipovei, 2 Camere, Decomandat, Centrala",300,Etaj 1/4,2 camere,Decomandat,300,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X8I50004F?lista=2350118,"Timisoara, zona Lipovei"
4cam judetean centrala etaj 1,450,70 mp utili,4 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-4-camere-X6SD1000E?lista=2350118,"Timisoara, zona Girocului"
"Lipovei lidl centrala proprie et 2 pe jos 1,8 km pana la Mall",330,52 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/i-i-de-la-brad/apartament-de-inchiriat-2-camere-X8NT0000R?lista=2350118,"Timisoara, zona I. I. de la Brad"
"Direct proprietar aproape de Iulius Mall 2 camere decomandat lux 60 mp, parcare",450,60 mp utili,2 camere,Parter/6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-XV0G0071J?lista=2350118,"Timisoara, zona Aradului"
Apartament superb de inchiriat in zona Girocului-Mures,650,100 mp utili,3 camere,Etaj 3/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-3-camere-X1BR1001H?lista=2350118,"Timisoara, zona Girocului"
Apartament cu 4 camere de inchiriat in zona Complex Studentesc,800,120 mp utili,4 camere,Parter/2,Circular,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-4-camere-X47N1005L?lista=2350118,"Timisoara, zona Complex Studentesc"
"Apartament de lux, bloc nou, Dumbravita Kaufland",450,65 mp utili,2 camere,Parter/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/nord/apartament-de-inchiriat-2-camere-XV0F00HCH?lista=2350118,"Timisoara, zona Nord"
"Apartament cu 2 camere de inchiriat, in zona Medicina",450,56 mp utili,2 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X1BR10090?lista=2350118,"Timisoara, zona Central"
"FM838 Zona Gh. Lazar, Apartament 3 camere, Centrala proprie",450,65 mp utili,3 camere,Etaj 4/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/gheorghe-lazar/apartament-de-inchiriat-3-camere-X7SO0002U?lista=2350118,"Timisoara, zona Gheorghe Lazar"
